Company Name,Post,Job location,Company Rating,Post Date,Job location city
Adobe,Business Analyst,"Noida, Uttar Pradesh",4.1 of stars rating,Posted13 days ago,Noida
Altair Engineering,Student Intern - Data Analytics,"Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
ESA- Jones Lang LaSalle Property Consultants...,Rewards Analyst,"Gurgaon, Haryana",4.2 of stars rating,PostedToday,Gurgaon
IBM,Senior Analyst - Risk and Compliance,"Pune, Maharashtra+2 locations",4.1 of stars rating,PostedToday,Pune
Merinoindia,Marketing Analyst - Loyalty programs,"New Delhi, Delhi",3.7 of stars rating,Posted25 days ago,New Delhi
Revolut,Business Analyst - India Remote,Remote in India,3.8 of stars rating,Posted14 days ago,Remote in Remote Job(based in India)
PerkinElmer,Data Analyst,"Thane, Maharashtra",3.5 of stars rating,Posted30+ days ago,Thane
NielsenIQ,"Data Analyst, Business Analytics","Mumbai, Maharashtra",3.9 of stars rating,Posted30+ days ago,Mumbai
Casepoint,eDiscovery Analyst,"Surat, Gujarat",4.0 of stars rating,Posted30+ days ago,Surat
2COMs,Drug Safety Associate (Data Analyst),"Bengaluru, Karnataka",3.7 of stars rating,Posted12 days ago,Bengaluru
Accenture,Team Lead/Consultant-Data Visualization,"Gurgaon, Haryana+2 locations",3.5 of stars rating,PostedToday,Gurgaon
Orange Business Services,Analyst,India,3.4 of stars rating,Posted8 days ago,Remote Job(based in India)
Amex,Senior Analyst - Marketing,"Gurgaon, Haryana",4.0 of stars rating,PostedToday,Gurgaon
Johnson Controls,Cloud Cost Analyst,"Bengaluru, Karnataka",4.0 of stars rating,Posted8 days ago,Bengaluru
Accenture,Senior Analyst-Data Management,"Hyderabad, Telangana+3 locations",4.3 of stars rating,Posted29 days ago,Hyderabad
EY,Senior Analyst - APAC,"Gurgaon, Haryana",4.3 of stars rating,Posted19 days ago,Gurgaon
Branch International,Sr. Analyst - Collections,"Remote in Mumbai, Maharashtra",4.0 of stars rating,Posted2 days ago,Remote in Mumbai
NeenOpal,Data and Analytics Solution Expert,"Bengaluru, Karnataka",3.9 of stars rating,Posted2 days ago,Bengaluru
Shell,Reporting Analyst,"Chennai, Tamil Nadu",3.9 of stars rating,Posted5 days ago,Chennai
Hero Moto Corp,Business Analyst,"Bengaluru, Karnataka",3.5 of stars rating,Posted1 day ago,Bengaluru
AkzoNobel,Business Analyst,"Pune, Maharashtra",3.9 of stars rating,Posted1 day ago,Pune
NEXTracker,Logistics Analyst,"Hyderabad, Telangana",3.8 of stars rating,Posted13 days ago,Hyderabad
"JPMorgan Chase Bank, N.A.",CTC - Liquidity Risk Analyst - Mumbai,"Mumbai, Maharashtra",3.9 of stars rating,Posted12 days ago,Mumbai
MasterCard,"Senior Analyst, Data Management","Gurgaon, Haryana",2.0 of stars rating,Posted30+ days ago,Gurgaon
Novartis,Senior Analyst Database Operations,"Hyderabad, Telangana",3.9 of stars rating,PostedToday,Hyderabad
Deloitte,Business Technology Analyst - L1/L2 Production Support - Hyderabad,"Hyderabad, Telangana",3.8 of stars rating,Posted30+ days ago,Hyderabad
Milliman,Actuarial Data Analyst,"Gurgaon, Haryana",4.3 of stars rating,Posted30+ days ago,Gurgaon
TIAA,Analyst- EPMO Reporting,"Pune, Maharashtra",3.5 of stars rating,Posted1 day ago,Pune
"JPMorgan Chase Bank, N.A.",AWM_Operations_Client Reporting - Operations Analyst,"Bengaluru, Karnataka",3.5 of stars rating,Posted30 days ago,Bengaluru
CarDekho,Product Analyst,"Gurgaon, Haryana",3.9 of stars rating,Posted30+ days ago,Gurgaon
Enea,Security Analyst,"Hyderabad, Telangana",2.3 of stars rating,Posted30+ days ago,Hyderabad
GD Research Center,Analyst - Consumer Data Projects,"Hyderabad, Telangana",3.5 of stars rating,Posted30+ days ago,Hyderabad
Dynata,Senior Data Analyst,"Hyderabad, Telangana",3.9 of stars rating,Posted30+ days ago,Hyderabad
EATON,Associate Business Analyst,"Pune, Maharashtra",4.0 of stars rating,Posted19 days ago,Pune
Boston Consulting Group,Marketing Data and Support Analyst - Specialist,"New Delhi, Delhi",4.1 of stars rating,Posted2 days ago,New Delhi
Deloitte,Analyst - Information Research - CoRe RS,"Bengaluru, Karnataka",3.7 of stars rating,Posted30+ days ago,Bengaluru
Accenture,Analyst-Reporting,"Bengaluru, Karnataka+4 locations",3.6 of stars rating,Posted1 day ago,Bengaluru
IBM,Business Analyst: ADM,"Gurgaon, Haryana+7 locations",3.7 of stars rating,PostedToday,Gurgaon
Rebel Foods,Product Analyst,India,4.0 of stars rating,Posted30+ days ago,Remote Job(based in India)
Cardinal Health,"Analyst, Master Data - Customer Master","Bengaluru, Karnataka",3.7 of stars rating,Posted30+ days ago,Bengaluru
Accenture,Senior Analyst-Record To Report,"Gurgaon, Haryana+4 locations",4.0 of stars rating,Posted1 day ago,Gurgaon
"JPMorgan Chase Bank, N.A.",CIB - Securities Services Operations - Reference Data Analyst - Team Leader,"Mumbai, Maharashtra",4.0 of stars rating,PostedJust posted,Mumbai
"JPMorgan Chase Bank, N.A.",AWM - Credit Risk Analyst,"Bengaluru, Karnataka",3.5 of stars rating,Posted13 days ago,Bengaluru
General Mills,Data Analyst- Sales Capabilities,"Remote in Mumbai, Maharashtra",3.9 of stars rating,Posted5 days ago,Remote in Mumbai
Cargill,Analyst -Trading Analytics Data Team,"Gurgaon, Haryana",3.4 of stars rating,Posted16 days ago,Gurgaon
Adobe,Marketing Analyst,"Bengaluru, Karnataka",4.2 of stars rating,Posted8 days ago,Bengaluru
Genpact,Business Analyst - Data Quality,"Gurgaon, Haryana+1 location",3.8 of stars rating,Posted30+ days ago,Gurgaon
Merkle,Analyst - Data Science,"Pune, Maharashtra",4.0 of stars rating,Posted30+ days ago,Pune
Deloitte,Analyst/ Consultant/Senior Consultant- Data Engineer,"Bengaluru, Karnataka",3.3 of stars rating,Posted30+ days ago,Bengaluru
Genpact,Associate - Data Visualization,"Bengaluru, Karnataka",4.0 of stars rating,Posted30+ days ago,Bengaluru
Convergence IT Services,Business Analyst,India+1 location,3.9 of stars rating,Posted22 days ago,Remote Job(based in India)+1 location
Genpact,Business analyst - Data Engineer,"Bengaluru, Karnataka",4.0 of stars rating,Posted30+ days ago,Bengaluru
TARGET,Pricing Analyst,"Bengaluru, Karnataka",4.0 of stars rating,Posted30+ days ago,Bengaluru
Broadridge,Business Analyst,"Hyderabad, Telangana",3.5 of stars rating,Posted14 days ago,Hyderabad
StatusNeo Technology Consulting,Data Analytics Engineer,"Gurgaon, Haryana",4.0 of stars rating,PostedToday,Gurgaon
Sutherland,Lead Analyst - Equity Research,"Navi Mumbai, Maharashtra",3.5 of stars rating,Posted21 days ago,Navi Mumbai
Citi,App Support Analyst,"Chennai, Tamil Nadu",3.8 of stars rating,Posted1 day ago,Chennai
Colgate-Palmolive,Analyst - Sr. Analyst Analytics,"Mumbai, Maharashtra",3.1 of stars rating,Posted30+ days ago,Mumbai
Genpact,Business Analyst - Healthcare Analytics,"Bengaluru, Karnataka",4.2 of stars rating,Posted30+ days ago,Bengaluru
EY,CSI Analytics - Data Viz Developer,"Bengaluru, Karnataka",4.1 of stars rating,Posted22 days ago,Bengaluru
BlackRock,"Analyst, Marketing Strategy","Mumbai, Maharashtra",3.9 of stars rating,Posted6 days ago,Mumbai
"JPMorgan Chase Bank, N.A.",Asset Management - Business Intelligence and Advanced Analytics - Analyst / Associate,"Mumbai, Maharashtra",3.9 of stars rating,Posted1 day ago,Mumbai
Accenture,Analytics and Modeling Senior Analyst,India,3.9 of stars rating,Posted16 days ago,Remote Job(based in India)
Unifrax,ETC Market and Sales Support Analyst,"Mumbai, Maharashtra",3.9 of stars rating,Posted30+ days ago,Mumbai
Hero Moto Corp,Business Analyst,"Bengaluru, Karnataka",3.4 of stars rating,Posted1 day ago,Bengaluru
Morningstar,Analyst,"Mumbai, Maharashtra",4.0 of stars rating,Posted14 days ago,Mumbai
Blinkit,Business Analyst,"Bengaluru, Karnataka",3.5 of stars rating,Posted26 days ago,Bengaluru
"JPMorgan Chase Bank, N.A.",AWM-AM-Client Data Analyst-Team Leader,"Bengaluru, Karnataka",3.8 of stars rating,Posted2 days ago,Bengaluru
Cardinal Health,"Sr. Analyst, Master Data - EDI/LEI","Bengaluru, Karnataka",3.6 of stars rating,Posted30+ days ago,Bengaluru
Standard Chartered,Senior Data Analyst,"Bengaluru, Karnataka",3.7 of stars rating,Posted30+ days ago,Bengaluru
IHS Markit,Senior Associate - Corporate Actions (Operations Data Analyst),"Gurgaon, Haryana",3.9 of stars rating,Posted30+ days ago,Gurgaon
Stellapps Technologies,Data Analyst,"Bengaluru, Karnataka",3.6 of stars rating,Posted30+ days ago,Bengaluru
NeenOpal,Data and Analytics Solution Expert,"Bengaluru, Karnataka",3.9 of stars rating,Posted2 days ago,Bengaluru
ESA- Jones Lang LaSalle Property Consultants...,Senior Data Governance Analyst,"Bengaluru, Karnataka",4.3 of stars rating,PostedToday,Bengaluru
Truecaller,CRM and Business Analyst,"Gurgaon, Haryana",3.6 of stars rating,Posted7 days ago,Gurgaon
Accenture,Analyst-HR Operations,"Bengaluru, Karnataka",4.8 of stars rating,PostedToday,Bengaluru
ACOEM,VIBRATION ANALYST (M/W),"Vadodara, Gujarat",4.1 of stars rating,Posted30+ days ago,Vadodara
TARGET,"Media Analyst, Reporting and Insights","Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
Genpact,Manager - Data Analyst,"Mumbai, Maharashtra+1 location",3.9 of stars rating,Posted30+ days ago,Mumbai
Cisco Systems,Business system Analyst,"Bengaluru, Karnataka",4.0 of stars rating,Posted6 days ago,Bengaluru
ION,Restructuring Analyst - 5224,"Mumbai, Maharashtra",3.7 of stars rating,Posted30+ days ago,Mumbai
Talent Leads HR Solutions,Analyst 1 (Data Analyst Fresher),"Gurgaon, Haryana",4.0 of stars rating,Posted16 days ago,Gurgaon
FA Fin Advisors Consulting,Research Analyst,"Delhi, Delhi",4.1 of stars rating,Posted1 day ago,Delhi
Morgan Stanley,Security Data Assurance and Audit – Operational analyst,"Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
PwC,Data & Analytics Tech - Snaplogic - Associate,"Bengaluru, Karnataka",4.0 of stars rating,Posted2 days ago,Bengaluru
Accenture,Recruiting Senior Analyst,India,3.6 of stars rating,PostedToday,Remote Job(based in India)
DBS Bank,"Data Analyst (Python, ELG developer)_Digibank",Telangana,3.7 of stars rating,Posted30+ days ago,Telangana
Genpact,Assistant Manger - Data Analyst,"Bengaluru, Karnataka",4.0 of stars rating,Posted29 days ago,Bengaluru
McKinsey & Company,Data Strategy Manager - Capital Analytics,"Gurgaon, Haryana",4.2 of stars rating,Posted27 days ago,Gurgaon
Springer Nature,SEO Data Analyst,"Remote in Pune, Maharashtra",3.9 of stars rating,Posted30+ days ago,Remote in Pune
Numerator,Recruitment Data Analyst,+2 locationsRemote,3.6 of stars rating,Posted12 days ago,+2 locationsRemote
ASSPL - Karnataka,Finance Analyst,"Bengaluru, Karnataka",3.6 of stars rating,Posted13 days ago,Bengaluru
IHS Markit,Data Transformation Analyst II,"Hyderabad, Telangana+1 location",4.3 of stars rating,Posted5 days ago,Hyderabad
ASSPL - Karnataka,"Senior Finance Analyst, IN Consumer Finance","Bengaluru, Karnataka",3.9 of stars rating,Posted17 days ago,Bengaluru
Snowflake,Senior Security Data Analyst,"Pune, Maharashtra",3.9 of stars rating,Posted9 days ago,Pune
Cerner Corporation,Data Analyst II,"Bengaluru, Karnataka",3.7 of stars rating,Posted1 day ago,Bengaluru
"D. E. Shaw & Co., L.P. India",Senior Analyst/Lead Analyst - Risk,"Hyderabad, Telangana",3.9 of stars rating,Posted2 days ago,Hyderabad
United Airlines Inc.,Senior Analyst - IT (Business Analyst),"Gurgaon, Haryana",3.7 of stars rating,Posted3 days ago,Gurgaon
BizRak Web Solutions,Research Analyst,"Eluru, Andhra Pradesh",4.0 of stars rating,Posted30+ days ago,Eluru
SimpleSolve,BUSINESS ANALYST,India,3.9 of stars rating,Posted30+ days ago,Remote Job(based in India)
Barclays,SAS Data Analyst,"Pune, Maharashtra",3.5 of stars rating,Posted30+ days ago,Pune
Adobe,Sales Operations Analyst 3,"Noida, Uttar Pradesh",3.8 of stars rating,PostedToday,Noida
Goldman Sachs,Corporate and Workplace Solutions-Vendor Data Control Analyst-Bengaluru,"Bengaluru, Karnataka",3.9 of stars rating,Posted30+ days ago,Bengaluru
Upwork,VYMO LMS Support Analyst,"Remote in Darya Ganj, Delhi",3.7 of stars rating,Posted30+ days ago,Remote in Darya Ganj
Tres Vista,Data Analyst,"Mumbai, Maharashtra",4.3 of stars rating,Posted30+ days ago,Mumbai
Deloitte,Analyst - Research & Insights - IPC - Hyderabad & Gurugram,"Gurgaon, Haryana",3.5 of stars rating,Posted30+ days ago,Gurgaon
Nike,Senior Insider Threat Analyst – CIS,"Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
Epsilon India,Research Analyst 2,"Bengaluru, Karnataka",3.5 of stars rating,Posted8 days ago,Bengaluru
Hydro Aluminum,Knowledge & Reporting Analyst,"Jaipur, Rajasthan",4.0 of stars rating,Posted6 days ago,Jaipur
ioTech Designs,Business Analyst Intern,"Noida, Uttar Pradesh",3.9 of stars rating,Posted8 days ago,Noida
UnitedHealth Group,Business Analyst - Multiple Locations,"Hyderabad, Telangana",4.0 of stars rating,Posted10 days ago,Hyderabad
Revolut,Accounting Data Analyst - India Remote,"Remote in New Delhi, Delhi",4.3 of stars rating,Posted30+ days ago,Remote in New Delhi
EY,CRL2.0 Data Analytics - Senior,"Thiruvananthapuram, Kerala+1 location",3.6 of stars rating,Posted18 days ago,Thiruvananthapuram
Deloitte,USI-EH-EA-NSE - Associate Analyst - Marketing Coordinator,"Hyderabad, Telangana",3.7 of stars rating,Posted30+ days ago,Hyderabad
Milliman,Vendor Risk Management Analyst,"Gurgaon, Haryana",4.1 of stars rating,Posted29 days ago,Gurgaon
Accenture,Senior Analyst-Campaign Management,"Mumbai, Maharashtra",4.0 of stars rating,PostedToday,Mumbai
AIMLEAP Full-Stack Techies,Intern Data Analyst,"Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
"JPMorgan Chase Bank, N.A.",Analyst - WM Solutions - DAM IRT - Risk & Analytics,"Mumbai, Maharashtra",3.9 of stars rating,PostedJust posted,Mumbai
KPMG,Senior Analyst,"Bengaluru, Karnataka",3.2 of stars rating,Posted21 days ago,Bengaluru
Oracle,Inventory Control Analyst 2,"Bengaluru, Karnataka",3.5 of stars rating,Posted30+ days ago,Bengaluru
Synamedia,Business Analyst,"Chennai, Tamil Nadu",4.1 of stars rating,Posted28 days ago,Chennai
Accenture,Senior Analyst-Risk & compliance,"Chennai, Tamil Nadu+3 locations",3.9 of stars rating,PostedToday,Chennai
Aptus Data LAbs,Business Analyst/ Data Analyst,"Bengaluru, Karnataka",3.0 of stars rating,Posted30+ days ago,Bengaluru
Colgate-Palmolive,Associate Analyst II - Analyst Analytics,"Mumbai, Maharashtra",4.2 of stars rating,Posted30+ days ago,Mumbai
Blinkit,Sr. Data Analyst,"Gurgaon, Haryana",3.9 of stars rating,Posted26 days ago,Gurgaon
OPK eServices,Junior/Senior Data Analyst,"Gurgaon, Haryana",3.9 of stars rating,Posted30+ days ago,Gurgaon
Kaplan,Senior Data Analyst,"Bengaluru, Karnataka",4.1 of stars rating,Posted28 days ago,Bengaluru
Cisco Systems,Business system Analyst,"Bengaluru, Karnataka",3.9 of stars rating,Posted6 days ago,Bengaluru
Cedar Management Consulting,Market Research Analyst,"Mumbai, Maharashtra",3.5 of stars rating,Posted30+ days ago,Mumbai
PUMA,MANAGER BI ANALYST,"Bengaluru, Karnataka",4.0 of stars rating,Posted30+ days ago,Bengaluru
codemantra,IT Business Analyst,"Remote in Chennai, Tamil Nadu",3.6 of stars rating,Posted11 days ago,Remote in Chennai
AstraZeneca,Senior Consultant - Data Analyst,"Chennai, Tamil Nadu",3.8 of stars rating,Posted10 days ago,Chennai
BNY Mellon,"Analyst, Client Reporting/Perf","Pune, Maharashtra+2 locations",4.1 of stars rating,Posted30+ days ago,Pune
Invesco,Data Management Analyst,"Administrative Building, Andhra Pradesh",3.9 of stars rating,Posted30+ days ago,Administrative Building
ADCI HYD 13 SEZ,Business Analyst II,"Hyderabad, Telangana",4.0 of stars rating,Posted2 days ago,Hyderabad
NOKIA,Global Strategic Data Analyst,"Chennai, Tamil Nadu",3.9 of stars rating,Posted30+ days ago,Chennai
AnaCipher CRO,Analyst / Scientist / Assistant,Telangana,3.9 of stars rating,Posted30+ days ago,Telangana
impress.ai,PRODUCT OPERATIONS ANALYST,India,4.0 of stars rating,Posted30+ days ago,Remote Job(based in India)
Schneider Electric,Data & Performance Strategy & Insight Data Analyst,"Bengaluru, Karnataka",3.9 of stars rating,Posted30+ days ago,Bengaluru
Intertrust,"Associate, Digital Marketing Analyst",India,3.6 of stars rating,PostedToday,Remote Job(based in India)
ESA- Jones Lang LaSalle Property Consultants...,Senior Workday Reporting Analyst,"Bengaluru, Karnataka",3.9 of stars rating,PostedToday,Bengaluru
Capgemini,Software Analyst,"Bengaluru, Karnataka",3.9 of stars rating,Posted9 days ago,Bengaluru
Verizon,Lead Data Analyst,"Bengaluru, Karnataka",3.8 of stars rating,Posted30+ days ago,Bengaluru
Deloitte,Reporting & Analytics - Sr. Analyst,"Bengaluru, Karnataka",3.7 of stars rating,Posted30+ days ago,Bengaluru
Cardinal Health,"Analyst, Master Data - LEI","Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
Genpact,Business Analyst - Data Governance,"Bengaluru, Karnataka",3.8 of stars rating,Posted30+ days ago,Bengaluru
ADCI - BLR - DTA,KYC Business Analyst,"Bengaluru, Karnataka",3.8 of stars rating,Posted13 days ago,Bengaluru
Truecaller,CRM and Business Analyst,"Gurgaon, Haryana",4.0 of stars rating,Posted7 days ago,Gurgaon
Paytm,Data Analytics - Junior Manager,"Bengaluru, Karnataka",4.0 of stars rating,Posted30+ days ago,Bengaluru
Molex,"Analyst, Global Transportation","Bengaluru, Karnataka",3.9 of stars rating,Posted27 days ago,Bengaluru
Shell,RA DS Manufacturing Business Analyst,"Chennai, Tamil Nadu",3.5 of stars rating,PostedToday,Chennai
Oportun Inc,Sr. Security Training and Awareness Analyst,"Remote in Chennai, Tamil Nadu",4.0 of stars rating,Posted5 days ago,Remote in Chennai
Deloitte,Analyst – Strategy CoE - Market Intelligence,"Hyderabad, Telangana",4.0 of stars rating,Posted30+ days ago,Hyderabad
Deloitte,Analyst - HR Analytics,"Hyderabad, Telangana",3.8 of stars rating,Posted30+ days ago,Hyderabad
Practo Technologies,Business Analyst,"Bengaluru, Karnataka",3.4 of stars rating,Posted30+ days ago,Bengaluru
"JPMorgan Chase Bank, N.A.",CTC - Liquidity Risk Analyst - Mumbai,"Mumbai, Maharashtra",4.0 of stars rating,Posted12 days ago,Mumbai
Barclays,Market Risk Analyst,"Mumbai, Maharashtra+1 location",3.7 of stars rating,Posted7 days ago,Mumbai
Merinoindia,Marketing Analyst - Loyalty programs,"New Delhi, Delhi",3.7 of stars rating,Posted25 days ago,New Delhi
Pineaxe Technologies LLP,Marketing Data Analyst - L3,"Coimbatore, Tamil Nadu",4.0 of stars rating,Posted29 days ago,Coimbatore
Netradyne,"Operations Analyst, ML Data Management","Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
Goldman Sachs,Global Markets Division - LM Data Analytics - Analyst - Bangalore,"Bengaluru, Karnataka",3.9 of stars rating,Posted30+ days ago,Bengaluru
Deutsche Bank,Lead Business Funtional Analyst - Data Governance,"Pune, Maharashtra",3.8 of stars rating,Posted30+ days ago,Pune
Verizon,Lead Data Analyst,"Bengaluru, Karnataka",3.8 of stars rating,Posted30+ days ago,Bengaluru
